match_id,series_id,match_details,result,scores,date,venue,round,home,away,winner,win_by_runs,win_by_wickets,balls_remaining,innings1,innings1_runs,innings1_wickets,innings1_overs_batted,innings1_overs,innings2,innings2_runs,innings2_wickets,innings2_overs_batted,innings2_overs,D/L_method,target,year
304744,124121,"North Group:Durham v Nottinghamshire at Chester-le-Street- Jun 13, 2003",Durham won by 6 wickets (with 5 balls remaining),Nottinghamshire 157/7 (20/20 ov); Durham 160/4 (19.1/20 ov),2003-06-13,Chester-le-Street,North Group,Durham,Nottinghamshire,Durham,,6.0,5.0,Nottinghamshire,157.0,7.0,20.0,20.0,Durham,160.0,4.0,19.1,20.0,,,2003
129610,124121,"South Group:Hampshire v Sussex at Southampton- Jun 13, 2003",Hampshire won by 5 runs,Hampshire 153 (19.4/20 ov); Sussex 148/7 (20/20 ov),2003-06-13,Southampton,South Group,Hampshire,Sussex,Hampshire,5.0,,,Hampshire,153.0,10.0,19.4,20.0,Sussex,148.0,7.0,20.0,20.0,,,2003
129597,124121,"Midlands/Wales/West Group:Somerset v Warwickshire at Taunton- Jun 13, 2003",Warwickshire won by 19 runs,Warwickshire 188/7 (20/20 ov); Somerset 169 (20/20 ov),2003-06-13,Taunton,Midlands/Wales/West Group,Somerset,Warwickshire,Warwickshire,19.0,,,Warwickshire,188.0,7.0,20.0,20.0,Somerset,169.0,10.0,20.0,20.0,,,2003
304745,124121,"South Group:Surrey v Middlesex at The Oval- Jun 13, 2003",Surrey won by 4 wickets (with 4 balls remaining),Middlesex 155 (20/20 ov); Surrey 158/6 (19.2/20 ov),2003-06-13,The Oval,South Group,Surrey,Middlesex,Surrey,,4.0,4.0,Middlesex,155.0,10.0,20.0,20.0,Surrey,158.0,6.0,19.2,20.0,,,2003
304746,124121,"Midlands/Wales/West Group:Worcestershire v Northamptonshire at Worcester- Jun 13, 2003",Worcestershire won by 1 wicket (with 2 balls remaining),Northamptonshire 150/9 (20/20 ov); Worcestershire 151/9 (19.4/20 ov),2003-06-13,Worcester,Midlands/Wales/West Group,Worcestershire,Northamptonshire,Worcestershire,,1.0,2.0,Northamptonshire,150.0,9.0,20.0,20.0,Worcestershire,151.0,9.0,19.4,20.0,,,2003
304747,124121,"Midlands/Wales/West Group:Gloucestershire v Worcestershire at Bristol- Jun 14, 2003",Gloucestershire won by 4 wickets (with 5 balls remaining),Worcestershire 122 (19.5/20 ov); Gloucestershire 126/6 (19.1/20 ov),2003-06-14,Bristol,Midlands/Wales/West Group,Gloucestershire,Worcestershire,Gloucestershire,,4.0,5.0,Worcestershire,122.0,10.0,19.5,20.0,Gloucestershire,126.0,6.0,19.1,20.0,,,2003
304748,124121,"South Group:Surrey v Essex at East Molesey- Jun 14, 2003",Surrey won by 44 runs,Surrey 182/9 (20/20 ov); Essex 138 (18.5/20 ov),2003-06-14,East Molesey,South Group,Surrey,Essex,Surrey,44.0,,,Surrey,182.0,9.0,20.0,20.0,Essex,138.0,10.0,18.5,20.0,,,2003
304749,124121,"North Group:Yorkshire v Derbyshire at Leeds- Jun 14, 2003",Yorkshire won by 45 runs,Yorkshire 186/5 (20/20 ov); Derbyshire 141 (18.1/20 ov),2003-06-14,Leeds,North Group,Yorkshire,Derbyshire,Yorkshire,45.0,,,Yorkshire,186.0,5.0,20.0,20.0,Derbyshire,141.0,10.0,18.1,20.0,,,2003
304750,124121,"Midlands/Wales/West Group:Glamorgan v Northamptonshire at Cardiff- Jun 16, 2003",Northamptonshire won by 23 runs,Northamptonshire 159/5 (20/20 ov); Glamorgan 136 (18.4/20 ov),2003-06-16,Cardiff,Midlands/Wales/West Group,Glamorgan,Northamptonshire,Northamptonshire,23.0,,,Northamptonshire,159.0,5.0,20.0,20.0,Glamorgan,136.0,10.0,18.4,20.0,,,2003
129665,124121,"South Group:Kent v Hampshire at Beckenham- Jun 16, 2003",Kent won by 6 wickets (with 48 balls remaining),Hampshire 145/6 (20/20 ov); Kent 147/4 (12/20 ov),2003-06-16,Beckenham,South Group,Kent,Hampshire,Kent,,6.0,48.0,Hampshire,145.0,6.0,20.0,20.0,Kent,147.0,4.0,12.0,20.0,,,2003
304751,124121,"North Group:Leicestershire v Yorkshire at Leicester- Jun 16, 2003",Leicestershire won by 16 runs,Leicestershire 174/6 (20/20 ov); Yorkshire 158 (20/20 ov),2003-06-16,Leicester,North Group,Leicestershire,Yorkshire,Leicestershire,16.0,,,Leicestershire,174.0,6.0,20.0,20.0,Yorkshire,158.0,10.0,20.0,20.0,,,2003
304752,124121,"North Group:Nottinghamshire v Lancashire at Nottingham- Jun 16, 2003",Nottinghamshire won by 7 wickets (with 5 balls remaining),Lancashire 120 (19.2/20 ov); Nottinghamshire 124/3 (19.1/20 ov),2003-06-16,Nottingham,North Group,Nottinghamshire,Lancashire,Nottinghamshire,,7.0,5.0,Lancashire,120.0,10.0,19.2,20.0,Nottinghamshire,124.0,3.0,19.1,20.0,,,2003
304753,124121,"South Group:Surrey v Sussex at East Molesey- Jun 16, 2003",Surrey won by 4 wickets (with 11 balls remaining),Sussex 143/8 (20/20 ov); Surrey 145/6 (18.1/20 ov),2003-06-16,East Molesey,South Group,Surrey,Sussex,Surrey,,4.0,11.0,Sussex,143.0,8.0,20.0,20.0,Surrey,145.0,6.0,18.1,20.0,,,2003
304754,124121,"North Group:Durham v Leicestershire at Chester-le-Street- Jun 18, 2003",Leicestershire won by 46 runs,Leicestershire 168/9 (20/20 ov); Durham 122/9 (20/20 ov),2003-06-18,Chester-le-Street,North Group,Durham,Leicestershire,Leicestershire,46.0,,,Leicestershire,168.0,9.0,20.0,20.0,Durham,122.0,9.0,20.0,20.0,,,2003
129737,124121,"Midlands/Wales/West Group:Glamorgan v Somerset at Cardiff- Jun 18, 2003",Somerset won by 7 wickets (with 12 balls remaining),Glamorgan 193/7 (20/20 ov); Somerset 197/3 (18/20 ov),2003-06-18,Cardiff,Midlands/Wales/West Group,Glamorgan,Somerset,Somerset,,7.0,12.0,Glamorgan,193.0,7.0,20.0,20.0,Somerset,197.0,3.0,18.0,20.0,,,2003
129740,124121,"South Group:Hampshire v Essex at Southampton- Jun 18, 2003",Essex won by 4 runs,Essex 155/6 (20/20 ov); Hampshire 151/3 (20/20 ov),2003-06-18,Southampton,South Group,Hampshire,Essex,Essex,4.0,,,Essex,155.0,6.0,20.0,20.0,Hampshire,151.0,3.0,20.0,20.0,,,2003
304758,124121,"Midlands/Wales/West Group:Worcestershire v Warwickshire at Worcester- Jun 18, 2003",Warwickshire won by 20 runs,Warwickshire 175 (19.4/20 ov); Worcestershire 155/5 (20/20 ov),2003-06-18,Worcester,Midlands/Wales/West Group,Worcestershire,Warwickshire,Warwickshire,20.0,,,Warwickshire,175.0,10.0,19.4,20.0,Worcestershire,155.0,5.0,20.0,20.0,,,2003
304757,124121,"South Group:Sussex v Middlesex at Hove- Jun 18, 2003",Sussex won by 41 runs,Sussex 177/9 (20/20 ov); Middlesex 136 (19.3/20 ov),2003-06-18,Hove,South Group,Sussex,Middlesex,Sussex,41.0,,,Sussex,177.0,9.0,20.0,20.0,Middlesex,136.0,10.0,19.3,20.0,,,2003
129890,124121,"North Group:Derbyshire v Nottinghamshire at Derby- Jun 19, 2003",Derbyshire won by 9 wickets (with 51 balls remaining),Nottinghamshire 94 (19.1/20 ov); Derbyshire 95/1 (11.3/20 ov),2003-06-19,Derby,North Group,Derbyshire,Nottinghamshire,Derbyshire,,9.0,51.0,Nottinghamshire,94.0,10.0,19.1,20.0,Derbyshire,95.0,1.0,11.3,20.0,,,2003
304759,124121,"Midlands/Wales/West Group:Gloucestershire v Northamptonshire at Bristol- Jun 19, 2003",Gloucestershire won by 5 wickets (with 3 balls remaining),Northamptonshire 128/5 (20/20 ov); Gloucestershire 129/5 (19.3/20 ov),2003-06-19,Bristol,Midlands/Wales/West Group,Gloucestershire,Northamptonshire,Gloucestershire,,5.0,3.0,Northamptonshire,128.0,5.0,20.0,20.0,Gloucestershire,129.0,5.0,19.3,20.0,,,2003
304760,124121,"North Group:Lancashire v Yorkshire at Manchester- Jun 19, 2003",Lancashire won by 7 wickets (with 41 balls remaining),Yorkshire 102/8 (20/20 ov); Lancashire 104/3 (13.1/20 ov),2003-06-19,Manchester,North Group,Lancashire,Yorkshire,Lancashire,,7.0,41.0,Yorkshire,102.0,8.0,20.0,20.0,Lancashire,104.0,3.0,13.1,20.0,,,2003
304761,124121,"South Group:Middlesex v Kent at Richmond- Jun 19, 2003",Middlesex won by 7 wickets (with 16 balls remaining),Kent 161/8 (20/20 ov); Middlesex 165/3 (17.2/20 ov),2003-06-19,Richmond,South Group,Middlesex,Kent,Middlesex,,7.0,16.0,Kent,161.0,8.0,20.0,20.0,Middlesex,165.0,3.0,17.2,20.0,,,2003
304763,124121,"North Group:Leicestershire v Lancashire at Leicester- Jun 20, 2003",Leicestershire won by 22 runs,Leicestershire 178/7 (20/20 ov); Lancashire 156/8 (20/20 ov),2003-06-20,Leicester,North Group,Leicestershire,Lancashire,Leicestershire,22.0,,,Leicestershire,178.0,7.0,20.0,20.0,Lancashire,156.0,8.0,20.0,20.0,,,2003
304764,124121,"Midlands/Wales/West Group:Northamptonshire v Somerset at Northampton- Jun 20, 2003",Northamptonshire won by 15 runs,Northamptonshire 166/6 (20/20 ov); Somerset 151 (20/20 ov),2003-06-20,Northampton,Midlands/Wales/West Group,Northamptonshire,Somerset,Northamptonshire,15.0,,,Northamptonshire,166.0,6.0,20.0,20.0,Somerset,151.0,10.0,20.0,20.0,,,2003
304765,124121,"Midlands/Wales/West Group:Warwickshire v Glamorgan at Birmingham- Jun 20, 2003",Warwickshire won by 68 runs,Warwickshire 181/9 (20/20 ov); Glamorgan 113 (16.2/20 ov),2003-06-20,Birmingham,Midlands/Wales/West Group,Warwickshire,Glamorgan,Warwickshire,68.0,,,Warwickshire,181.0,9.0,20.0,20.0,Glamorgan,113.0,10.0,16.2,20.0,,,2003
304766,124121,"North Group:Yorkshire v Durham at Leeds- Jun 20, 2003",Yorkshire won by 55 runs,Yorkshire 198/4 (20/20 ov); Durham 143/8 (20/20 ov),2003-06-20,Leeds,North Group,Yorkshire,Durham,Yorkshire,55.0,,,Yorkshire,198.0,4.0,20.0,20.0,Durham,143.0,8.0,20.0,20.0,,,2003
304762,124121,"South Group:Essex v Kent at Chelmsford- Jun 20, 2003",Kent won by 3 wickets (with 23 balls remaining),Essex 116 (18.4/20 ov); Kent 120/7 (16.1/20 ov),2003-06-20,Chelmsford,South Group,Essex,Kent,Kent,,3.0,23.0,Essex,116.0,10.0,18.4,20.0,Kent,120.0,7.0,16.1,20.0,,,2003
304767,124121,"North Group:Lancashire v Derbyshire at Manchester- Jun 21, 2003",Derbyshire won by 7 wickets (with 25 balls remaining),Lancashire 91 (17.4/20 ov); Derbyshire 95/3 (15.5/20 ov),2003-06-21,Manchester,North Group,Lancashire,Derbyshire,Derbyshire,,7.0,25.0,Lancashire,91.0,10.0,17.4,20.0,Derbyshire,95.0,3.0,15.5,20.0,,,2003
304768,124121,"North Group:Nottinghamshire v Leicestershire at Nottingham- Jun 21, 2003",Leicestershire won by 1 wicket (with 0 balls remaining),Nottinghamshire 158/5 (20/20 ov); Leicestershire 159/9 (20/20 ov),2003-06-21,Nottingham,North Group,Nottinghamshire,Leicestershire,Leicestershire,,1.0,0.0,Nottinghamshire,158.0,5.0,20.0,20.0,Leicestershire,159.0,9.0,20.0,20.0,,,2003
304769,124121,"Midlands/Wales/West Group:Somerset v Gloucestershire at Taunton- Jun 21, 2003",Gloucestershire won by 10 wickets (with 58 balls remaining),Somerset 119/9 (20/20 ov); Gloucestershire 120/0 (10.2/20 ov),2003-06-21,Taunton,Midlands/Wales/West Group,Somerset,Gloucestershire,Gloucestershire,,10.0,58.0,Somerset,119.0,9.0,20.0,20.0,Gloucestershire,120.0,0.0,10.2,20.0,,,2003
304770,124121,"South Group:Sussex v Essex at Hove- Jun 21, 2003",Sussex won by 7 runs,Sussex 180/6 (20/20 ov); Essex 173/4 (20/20 ov),2003-06-21,Hove,South Group,Sussex,Essex,Sussex,7.0,,,Sussex,180.0,6.0,20.0,20.0,Essex,173.0,4.0,20.0,20.0,,,2003
304771,124121,"North Group:Derbyshire v Durham at Derby- Jun 23, 2003",Derbyshire won by 6 runs,Derbyshire 157 (19.5/20 ov); Durham 151/5 (20/20 ov),2003-06-23,Derby,North Group,Derbyshire,Durham,Derbyshire,6.0,,,Derbyshire,157.0,10.0,19.5,20.0,Durham,151.0,5.0,20.0,20.0,,,2003
304772,124121,"Midlands/Wales/West Group:Glamorgan v Worcestershire at Cardiff- Jun 23, 2003",Glamorgan won by 56 runs,Glamorgan 170/4 (20/20 ov); Worcestershire 114 (19/20 ov),2003-06-23,Cardiff,Midlands/Wales/West Group,Glamorgan,Worcestershire,Glamorgan,56.0,,,Glamorgan,170.0,4.0,20.0,20.0,Worcestershire,114.0,10.0,19.0,20.0,,,2003
304773,124121,"South Group:Kent v Surrey at Canterbury- Jun 23, 2003",Surrey won by 18 runs,Surrey 186/8 (20/20 ov); Kent 168/9 (20/20 ov),2003-06-23,Canterbury,South Group,Kent,Surrey,Surrey,18.0,,,Surrey,186.0,8.0,20.0,20.0,Kent,168.0,9.0,20.0,20.0,,,2003
129883,124121,"South Group:Middlesex v Hampshire at Uxbridge- Jun 23, 2003",Middlesex won by 8 wickets (with 31 balls remaining),Hampshire 134/7 (20/20 ov); Middlesex 136/2 (14.5/20 ov),2003-06-23,Uxbridge,South Group,Middlesex,Hampshire,Middlesex,,8.0,31.0,Hampshire,134.0,7.0,20.0,20.0,Middlesex,136.0,2.0,14.5,20.0,,,2003
304774,124121,"Midlands/Wales/West Group:Warwickshire v Gloucestershire at Birmingham- Jun 23, 2003",Gloucestershire won by 8 wickets (with 41 balls remaining),Warwickshire 134/7 (20/20 ov); Gloucestershire 135/2 (13.1/20 ov),2003-06-23,Birmingham,Midlands/Wales/West Group,Warwickshire,Gloucestershire,Gloucestershire,,8.0,41.0,Warwickshire,134.0,7.0,20.0,20.0,Gloucestershire,135.0,2.0,13.1,20.0,,,2003
304776,124121,"Midlands/Wales/West Group:Gloucestershire v Glamorgan at Bristol- Jun 24, 2003",Gloucestershire won by 53 runs,Gloucestershire 221/7 (20/20 ov); Glamorgan 168/7 (20/20 ov),2003-06-24,Bristol,Midlands/Wales/West Group,Gloucestershire,Glamorgan,Gloucestershire,53.0,,,Gloucestershire,221.0,7.0,20.0,20.0,Glamorgan,168.0,7.0,20.0,20.0,,,2003
129926,124121,"South Group:Hampshire v Surrey at Southampton- Jun 24, 2003",Surrey won by 19 runs,Surrey 140/9 (20/20 ov); Hampshire 121 (20/20 ov),2003-06-24,Southampton,South Group,Hampshire,Surrey,Surrey,19.0,,,Surrey,140.0,9.0,20.0,20.0,Hampshire,121.0,10.0,20.0,20.0,,,2003
304777,124121,"North Group:Lancashire v Durham at Manchester- Jun 24, 2003",Lancashire won by 4 runs,Lancashire 144/8 (20/20 ov); Durham 140/9 (20/20 ov),2003-06-24,Manchester,North Group,Lancashire,Durham,Lancashire,4.0,,,Lancashire,144.0,8.0,20.0,20.0,Durham,140.0,9.0,20.0,20.0,,,2003
304778,124121,"North Group:Leicestershire v Derbyshire at Leicester- Jun 24, 2003",Leicestershire won by 1 run,Leicestershire 171/8 (20/20 ov); Derbyshire 170/9 (20/20 ov),2003-06-24,Leicester,North Group,Leicestershire,Derbyshire,Leicestershire,1.0,,,Leicestershire,171.0,8.0,20.0,20.0,Derbyshire,170.0,9.0,20.0,20.0,,,2003
304779,124121,"Midlands/Wales/West Group:Northamptonshire v Warwickshire at Northampton- Jun 24, 2003",Warwickshire won by 54 runs,Warwickshire 202/5 (20/20 ov); Northamptonshire 148/7 (20/20 ov),2003-06-24,Northampton,Midlands/Wales/West Group,Northamptonshire,Warwickshire,Warwickshire,54.0,,,Warwickshire,202.0,5.0,20.0,20.0,Northamptonshire,148.0,7.0,20.0,20.0,,,2003
304781,124121,"Midlands/Wales/West Group:Worcestershire v Somerset at Worcester- Jun 24, 2003",Worcestershire won by 37 runs,Worcestershire 161/5 (20/20 ov); Somerset 124 (18.2/20 ov),2003-06-24,Worcester,Midlands/Wales/West Group,Worcestershire,Somerset,Worcestershire,37.0,,,Worcestershire,161.0,5.0,20.0,20.0,Somerset,124.0,10.0,18.2,20.0,,,2003
304782,124121,"North Group:Yorkshire v Nottinghamshire at Leeds- Jun 24, 2003",Yorkshire won by 18 runs,Yorkshire 196/5 (20/20 ov); Nottinghamshire 178 (18.1/20 ov),2003-06-24,Leeds,North Group,Yorkshire,Nottinghamshire,Yorkshire,18.0,,,Yorkshire,196.0,5.0,20.0,20.0,Nottinghamshire,178.0,10.0,18.1,20.0,,,2003
304775,124121,"South Group:Essex v Middlesex at Chelmsford- Jun 24, 2003",Essex won by 2 runs,Essex 175/5 (20/20 ov); Middlesex 173/7 (20/20 ov),2003-06-24,Chelmsford,South Group,Essex,Middlesex,Essex,2.0,,,Essex,175.0,5.0,20.0,20.0,Middlesex,173.0,7.0,20.0,20.0,,,2003
304780,124121,"South Group:Sussex v Kent at Hove- Jun 24, 2003",Sussex won by 5 wickets (with 25 balls remaining),Kent 114 (18.5/20 ov); Sussex 115/5 (15.5/20 ov),2003-06-24,Hove,South Group,Sussex,Kent,Sussex,,5.0,25.0,Kent,114.0,10.0,18.5,20.0,Sussex,115.0,5.0,15.5,20.0,,,2003
304783,124121,"1st Semi-Final:Leicestershire v Warwickshire at Nottingham- Jul 19, 2003",Warwickshire won by 7 wickets (with 4 balls remaining),Leicestershire 162/7 (20/20 ov); Warwickshire 166/3 (19.2/20 ov),2003-07-19,Nottingham,1st Semi-Final,Leicestershire,Warwickshire,Warwickshire,,7.0,4.0,Leicestershire,162.0,7.0,20.0,20.0,Warwickshire,166.0,3.0,19.2,20.0,,,2003
304784,124121,"2nd Semi-Final:Gloucestershire v Surrey at Nottingham- Jul 19, 2003",Surrey won by 5 runs,Surrey 147/9 (20/20 ov); Gloucestershire 142/6 (20/20 ov),2003-07-19,Nottingham,2nd Semi-Final,Gloucestershire,Surrey,Surrey,5.0,,,Surrey,147.0,9.0,20.0,20.0,Gloucestershire,142.0,6.0,20.0,20.0,,,2003
304785,124121,"Final:Surrey v Warwickshire at Nottingham- Jul 19, 2003",Surrey won by 9 wickets (with 55 balls remaining),Warwickshire 115 (18.1/20 ov); Surrey 119/1 (10.5/20 ov),2003-07-19,Nottingham,Final,Surrey,Warwickshire,Surrey,,9.0,55.0,Warwickshire,115.0,10.0,18.1,20.0,Surrey,119.0,1.0,10.5,20.0,,,2003
304943,134226,"Western Province Boland v Dolphins at Cape Town- Apr 7, 2004",Western Province Boland won by 6 wickets (with 15 balls remaining),Dolphins 121/6 (20/20 ov); Western Province Boland 122/4 (17.3/20 ov),2004-04-07,Cape Town,,Western Province Boland,Dolphins,Western Province,,6.0,15.0,Dolphins,121.0,6.0,20.0,20.0,Western Province Boland,122.0,4.0,17.3,20.0,,,2004
304944,134226,"Titans v Lions at Centurion- Apr 8, 2004",Lions won by 10 runs,Lions 145/6 (20/20 ov); Titans 135/8 (20/20 ov),2004-04-08,Centurion,,Titans,Lions,Lions,10.0,,,Lions,145.0,6.0,20.0,20.0,Titans,135.0,8.0,20.0,20.0,,,2004
304945,134226,"Dolphins v Eagles at Durban- Apr 11, 2004",Eagles won by 4 runs,Eagles 185/5 (20/20 ov); Dolphins 181/5 (20/20 ov),2004-04-11,Durban,,Dolphins,Eagles,Eagles,4.0,,,Eagles,185.0,5.0,20.0,20.0,Dolphins,181.0,5.0,20.0,20.0,,,2004
304946,134226,"Eagles v Titans at Bloemfontein- Apr 13, 2004",Titans won by 90 runs,Titans 184/5 (20/20 ov); Eagles 94 (16.5/20 ov),2004-04-13,Bloemfontein,,Eagles,Titans,Titans,90.0,,,Titans,184.0,5.0,20.0,20.0,Eagles,94.0,10.0,16.5,20.0,,,2004
304947,134226,"Eastern Cape v Western Province Boland at Port Elizabeth- Apr 13, 2004",Western Province Boland won by 3 wickets (with 0 balls remaining),Eastern Cape 121/9 (20/20 ov); Western Province Boland 122/7 (20/20 ov),2004-04-13,Port Elizabeth,,Eastern Cape,Western Province Boland,Western Province,,3.0,0.0,Eastern Cape,121.0,9.0,20.0,20.0,Western Province Boland,122.0,7.0,20.0,20.0,,,2004
304948,134226,"Lions v Dolphins at Johannesburg- Apr 16, 2004",Dolphins won by 6 wickets (with 1 ball remaining),Lions 162/6 (20/20 ov); Dolphins 163/4 (19.5/20 ov),2004-04-16,Johannesburg,,Lions,Dolphins,Dolphins,,6.0,1.0,Lions,162.0,6.0,20.0,20.0,Dolphins,163.0,4.0,19.5,20.0,,,2004
304949,134226,"Western Province Boland v Eagles at Paarl- Apr 16, 2004",Match abandoned without a ball bowled,,2004-04-16,Paarl,,Western Province Boland,Eagles,Match abandoned without a ball bowled,,,,,,,,,,,,,,,,2004
304950,134226,"Eastern Cape v Eagles at East London- Apr 18, 2004",Eastern Cape won by 5 wickets (with 3 balls remaining),Eagles 114/7 (20/20 ov); Eastern Cape 116/5 (19.3/20 ov),2004-04-18,East London,,Eastern Cape,Eagles,Eastern Cape,,5.0,3.0,Eagles,114.0,7.0,20.0,20.0,Eastern Cape,116.0,5.0,19.3,20.0,,,2004
304951,134226,"Titans v Western Province Boland at Centurion- Apr 18, 2004",Titans won by 14 runs,Titans 176/2 (20/20 ov); Western Province Boland 162/4 (20/20 ov),2004-04-18,Centurion,,Titans,Western Province Boland,Titans,14.0,,,Titans,176.0,2.0,20.0,20.0,Western Province Boland,162.0,4.0,20.0,20.0,,,2004
304952,134226,"Dolphins v Eastern Cape at Durban- Apr 21, 2004",Dolphins won by 7 wickets (with 4 balls remaining),Eastern Cape 152/7 (20/20 ov); Dolphins 153/3 (19.2/20 ov),2004-04-21,Durban,,Dolphins,Eastern Cape,Dolphins,,7.0,4.0,Eastern Cape,152.0,7.0,20.0,20.0,Dolphins,153.0,3.0,19.2,20.0,,,2004
304953,134226,"Western Province Boland v Lions at Cape Town- Apr 21, 2004",Western Province Boland won by 55 runs,Western Province Boland 147/3 (20/20 ov); Lions 92 (19/20 ov),2004-04-21,Cape Town,,Western Province Boland,Lions,Western Province,55.0,,,Western Province Boland,147.0,3.0,20.0,20.0,Lions,92.0,10.0,19.0,20.0,,,2004
304954,134226,"Dolphins v Titans at Durban- Apr 23, 2004",Titans won by 31 runs,Titans 161/7 (20/20 ov); Dolphins 130/7 (20/20 ov),2004-04-23,Durban,,Dolphins,Titans,Titans,31.0,,,Titans,161.0,7.0,20.0,20.0,Dolphins,130.0,7.0,20.0,20.0,,,2004
304955,134226,"Lions v Eastern Cape at Potchefstroom- Apr 23, 2004",Eastern Cape won by 7 wickets (with 3 balls remaining),Lions 151/5 (20/20 ov); Eastern Cape 155/3 (19.3/20 ov),2004-04-23,Potchefstroom,,Lions,Eastern Cape,Eastern Cape,,7.0,3.0,Lions,151.0,5.0,20.0,20.0,Eastern Cape,155.0,3.0,19.3,20.0,,,2004
304956,134226,"Eagles v Lions at Bloemfontein- Apr 25, 2004",Eagles won by 3 runs,Eagles 161/6 (20/20 ov); Lions 158 (19/20 ov),2004-04-25,Bloemfontein,,Eagles,Lions,Eagles,3.0,,,Eagles,161.0,6.0,20.0,20.0,Lions,158.0,10.0,19.0,20.0,,,2004
304957,134226,"Titans v Eastern Cape at Centurion- Apr 25, 2004",Titans won by 8 wickets (with 17 balls remaining),Eastern Cape 146/6 (20/20 ov); Titans 147/2 (17.1/20 ov),2004-04-25,Centurion,,Titans,Eastern Cape,Titans,,8.0,17.0,Eastern Cape,146.0,6.0,20.0,20.0,Titans,147.0,2.0,17.1,20.0,,,2004
304958,134226,"Semi-Final:Western Province Boland v Eastern Cape at Cape Town- Apr 27, 2004",Eastern Cape won by 7 wickets (with 7 balls remaining),Western Province Boland 128/7 (20/20 ov); Eastern Cape 129/3 (18.5/20 ov),2004-04-27,Cape Town,Semi-Final,Western Province Boland,Eastern Cape,Eastern Cape,,7.0,7.0,Western Province Boland,128.0,7.0,20.0,20.0,Eastern Cape,129.0,3.0,18.5,20.0,,,2004
304959,134226,"Semi-Final:Titans v Eagles at Centurion- Apr 28, 2004",Eagles won by 7 wickets (with 29 balls remaining) (D/L method),Titans 47 (14.3/16 ov); Eagles 48/3 (11.1/16 ov),2004-04-28,Centurion,Semi-Final,Titans,Eagles,Eagles,,7.0,29.0,Titans,47.0,10.0,14.3,16.0,Eagles,48.0,3.0,11.1,16.0,1.0,,2004
304960,134226,"Final:Eastern Cape v Eagles at East London- May 1, 2004",Eagles won by 7 runs (D/L method),"Eagles 131/6 (20/20 ov); Eastern Cape 108/9 (17/17 ov, target: 116)",2004-05-01,East London,Final,Eastern Cape,Eagles,Eagles,7.0,,,Eagles,131.0,6.0,20.0,20.0,Eastern Cape,108.0,9.0,17.0,17.0,1.0,116.0,2004
304788,134471,"North Group:Derbyshire v Yorkshire at Derby- Jul 2, 2004",Yorkshire won by 1 wicket (with 0 balls remaining) (D/L method),"Derbyshire 133/8 (20/20 ov); Yorkshire 108/9 (15/15 ov, target: 108)",2004-07-02,Derby,North Group,Derbyshire,Yorkshire,Yorkshire,,1.0,0.0,Derbyshire,133.0,8.0,20.0,20.0,Yorkshire,108.0,9.0,15.0,15.0,1.0,108.0,2004
304790,134471,"South Group:Kent v Middlesex at Maidstone- Jul 2, 2004",Kent won by 7 wickets (with 29 balls remaining) (D/L method),"Middlesex 155/7 (18/18 ov); Kent 157/3 (13.1/18 ov, target: 157)",2004-07-02,Maidstone,South Group,Kent,Middlesex,Kent,,7.0,29.0,Middlesex,155.0,7.0,18.0,18.0,Kent,157.0,3.0,13.1,18.0,1.0,157.0,2004
304791,134471,"North Group:Lancashire v Leicestershire at Manchester- Jul 2, 2004",Leicestershire won by 8 runs,Leicestershire 139/9 (19/19 ov); Lancashire 131/6 (19/19 ov),2004-07-02,Manchester,North Group,Lancashire,Leicestershire,Leicestershire,8.0,,,Leicestershire,139.0,9.0,19.0,19.0,Lancashire,131.0,6.0,19.0,19.0,,,2004
304792,134471,"Midland/Wales/West Group:Northamptonshire v Glamorgan at Northampton- Jul 2, 2004",Glamorgan won by 5 wickets (with 5 balls remaining),Northamptonshire 162/5 (20/20 ov); Glamorgan 166/5 (19.1/20 ov),2004-07-02,Northampton,Midland/Wales/West Group,Northamptonshire,Glamorgan,Glamorgan,,5.0,5.0,Northamptonshire,162.0,5.0,20.0,20.0,Glamorgan,166.0,5.0,19.1,20.0,,,2004
304793,134471,"North Group:Nottinghamshire v Durham at Nottingham- Jul 2, 2004",Nottinghamshire won by 3 wickets (with 5 balls remaining),Durham 120 (19.4/20 ov); Nottinghamshire 122/7 (19.1/20 ov),2004-07-02,Nottingham,North Group,Nottinghamshire,Durham,Nottinghamshire,,3.0,5.0,Durham,120.0,10.0,19.4,20.0,Nottinghamshire,122.0,7.0,19.1,20.0,,,2004
304795,134471,"Midland/Wales/West Group:Warwickshire v Somerset at Birmingham- Jul 2, 2004",Warwickshire won by 7 wickets (with 39 balls remaining) (D/L method),"Somerset 120 (19.5/20 ov); Warwickshire 101/3 (9.3/16 ov, target: 101)",2004-07-02,Birmingham,Midland/Wales/West Group,Warwickshire,Somerset,Warwickshire,,7.0,39.0,Somerset,120.0,10.0,19.5,20.0,Warwickshire,101.0,3.0,9.3,16.0,1.0,101.0,2004
304796,134471,"Midland/Wales/West Group:Worcestershire v Gloucestershire at Worcester- Jul 2, 2004",Worcestershire won by 1 run,Worcestershire 184/9 (20/20 ov); Gloucestershire 183/5 (20/20 ov),2004-07-02,Worcester,Midland/Wales/West Group,Worcestershire,Gloucestershire,Worcestershire,1.0,,,Worcestershire,184.0,9.0,20.0,20.0,Gloucestershire,183.0,5.0,20.0,20.0,,,2004
